year,word,frequency
1860,sawyer,3.210993
1860,scad,0.017928
1860,scallop,0.266919
1860,scanderoon,0.070317
1860,scaphopod,0.000228
1860,scarab,0.055455
1860,scarabaeidae,0.011082
1860,scaup,0.045295
1860,scelidosaurus,0.02826
1860,schistosome,0.00015
1860,schomburgki,0.001057
1860,schoolmaster,9.332708
1860,scissortail,0.000101
1860,scoliid,0.002087
1860,scombroid,0.014202
1860,scorpaenid,0.002312
1860,scorpaenoid,7.5e-05
1860,scorpion,1.518332
1860,scorpionfly,0.000438
1860,scoter,0.070034
1860,screamer,0.05791
1860,screwworm,0.000143
1860,scrod,0.001556
1860,sculpin,0.066223
1860,scup,0.013995
1860,seabass,0.000354
1860,seabird,0.06969
1860,seacow,0.006359
1860,seacreature,0.000253
1860,seadevil,0.001099
1860,seadragon,0.001228
1860,seaduck,0.000543
1860,seafan,0.001084
1860,seafish,0.008206
1860,seafood,0.007783
1860,seafowl,0.03871
1860,seagrape,0.000652
1860,seagull,0.095171
1860,seahorse,0.103234
1860,seal,43.837089
1860,sealion,0.002898
1860,seallion,0.000318
1860,seamoth,0.000194
1860,seaotter,0.00445
1860,seapig,4.6e-05
1860,searcher,1.180411
1860,seascorpion,0.000161
1860,seaserpent,0.01842
1860,seashell,0.03072
1860,seaslug,0.006553
1860,seasnail,0.001859
1860,seasnake,0.003906
1860,seasquirt,3e-06
1860,seastar,0.001703
1860,seaswine,7.6e-05
1860,seaturtle,0.001673
1860,seaurchin,0.014307
1860,seawhip,0.000134
1860,seawolf,0.001795
1860,secretarybird,0.000532
1860,seedeater,0.000227
1860,sengi,0.000804
1860,septendecim,0.008584
1860,seriema,8.6e-05
1860,serin,0.10748
1860,serotine,0.002464
1860,serow,0.005351
1860,serpent,11.968954
1860,serranid,6.4e-05
1860,sertularian,0.042934
1860,serval,0.014383
1860,setter,0.801573
1860,seymouria,0.000138
1860,shad,0.620261
1860,shanny,0.015408
1860,shark,2.710712
1860,sharky,0.008496
1860,shearling,0.174561
1860,shearwater,0.05976
1860,sheep,41.92637
1860,sheepdog,0.008647
1860,sheepshead,0.027354
1860,sheldrake,0.091068
1860,shelduck,0.000863
1860,shellfish,0.132926
1860,sheltopusik,0.00027
1860,shikoku,0.000263
1860,shiner,0.105392
1860,shipworm,0.012158
1860,shoat,0.08958
1860,shoebill,0.000241
1860,shorebird,0.00047
1860,shorthorn,0.687943
1860,shoveler,0.011039
1860,shovelnose,0.000436
1860,shrew,0.864289
1860,shrike,0.251745
1860,shrimp,0.82913
1860,siamang,0.061282
1860,siamese,1.509778
1860,siberian,0.498258
1860,sidewinder,0.001483
1860,sierra,6.040363
1860,sika,0.005977
1860,sild,0.004763
1860,silkie,0.003018
1860,silkmoth,0.001492
1860,silktail,0.000959
1860,silkworm,0.863595
1860,silurid,0.014743
1860,silvereye,0.0
1860,silverfish,0.000634
1860,silverside,0.007793
1860,silversides,0.004089
1860,silverspot,6.7e-05
1860,simian,0.020851
1860,simurgh,0.001286
1860,sinosaurus,5.2e-05
1860,siphon,0.898739
1860,siphonophore,0.001022
1860,siren,0.831681
1860,sirenia,0.033237
1860,sirenian,0.005152
1860,siskin,0.054986
1860,sivatherium,0.020246
1860,skate,1.198342
1860,skimmer,0.279202
1860,skink,0.038997
1860,skipjack,0.019838
1860,skua,0.114958
1860,skunk,0.403521
1860,skunkhead,0.000514
1860,skylark,0.355438
1860,sleeper,4.278252
1860,sleipnir,0.00269
1860,slider,0.434623
1860,slipperlimpet,0.002557
1860,sloth,1.958672
1860,slothbear,0.000403
1860,slowworm,0.005256
1860,slug,1.155591
1860,smallmouth,0.004128
1860,smelt,0.300195
1860,smew,0.032827
1860,smilodon,0.001779
1860,smoothhound,0.000145
1860,snail,2.447635
1860,snake,8.239696
1860,snakebird,0.001344
1860,snakefish,0.000385
1860,snakefly,0.000306
1860,snakehead,0.003826
1860,snakie,0.004289
1860,snapper,0.13572
1860,snark,0.003929
1860,snipe,1.38937
1860,snook,0.263208
1860,snowbird,0.020294
1860,snowshoe,0.016097
1860,sockeye,0.000184
1860,solan,0.070605
1860,sole,6.901968
1860,solenodon,0.003917
1860,solitaire,0.117537
1860,somali,0.042395
1860,sondaica,3e-05
1860,sondaicus,0.017697
1860,songbird,0.01671
1860,sounder,0.845211
1860,sow,4.264273
1860,spadefoot,0.000675
1860,spalax,0.003794
1860,spaniel,0.991336
1860,sparid,0.008862
1860,sparling,0.062367
1860,sparrow,3.626442
1860,sparrowhawk,0.069686
1860,spatangoid,0.01677
1860,spawn,1.226216
1860,spawner,0.019343
1860,spearfish,0.000561
1860,spermwhale,0.002325
1860,sphaero,0.000517
1860,spheniscus,0.004893
1860,sphynx,0.229335
1860,spider,4.974467
1860,spidermonkey,0.000236
1860,spinosaurus,5.2e-05
1860,spirula,0.061658
1860,spitz,0.094611
1860,sponge,5.702564
1860,spoonbill,0.094675
1860,spouter,0.058106
1860,springbok,0.088093
1860,springer,0.607579
1860,springhare,0.0
1860,springtail,0.003225
1860,squab,0.111947
1860,squamate,0.003436
1860,squaretail,0.000206
1860,squid,0.099565
1860,squilla,0.047029
1860,squirrel,2.741373
1860,stablemate,0.000218
1860,stag,3.226868
1860,staghound,0.097772
1860,stallion,2.241903
1860,starfish,0.17151
1860,stargazer,0.024104
1860,starling,0.821689
1860,starly,0.001824
1860,steed,5.851599
1860,steelhead,0.000709
1860,steenbok,0.002191
1860,steeplechaser,0.018873
1860,stegodon,0.014566
1860,stegosaurus,0.001779
1860,stellion,0.003204
1860,stenotomus,3.2e-05
1860,stickleback,0.228726
1860,sticktight,0.000252
1860,stilt,0.609086
1860,stingray,0.029049
1860,stipax,0.000211
1860,stirk,0.07229
1860,stoat,0.190108
1860,stomatopod,0.001506
1860,stonechat,0.02851
1860,stonefish,0.000105
1860,stonefly,0.003048
1860,stork,1.287319
1860,strawworm,0.000353
1860,strix,0.123409
1860,stromatolite,3e-06
1860,stud,4.382709
1860,studhorse,0.002996
1860,sturgeon,1.467584
1860,suckerfish,2e-06
1860,suckling,0.975175
1860,sulphurbottom,9.9e-05
1860,sumpter,0.446391
1860,sunbear,0.001862
1860,sunbird,0.012291
1860,sunbittern,4e-06
1860,sunfish,0.05339
1860,suni,0.02716
1860,superbug,3e-06
1860,surfbird,1.3e-05
1860,suricate,0.003539
1860,surili,0.000413
1860,suslik,0.00029
1860,swallow,4.242576
1860,swallowtail,0.022632
1860,swamprat,9e-06
1860,swan,6.702146
1860,sweeper,0.716235
1860,swift,9.069677
1860,swiftlet,0.001532
1860,swimmeret,0.000856
1860,swine,4.858429
1860,swordfish,0.030748
1860,swordtail,8e-06
1860,syngrapha,0.006099
1860,tabanid,0.010747
1860,tabanus,0.038474
1860,tabby,0.315802
1860,tadpole,0.581476
1860,taenia,0.380903
1860,tagua,0.011678
1860,taguan,0.002788
1860,tahr,0.005432
1860,tailorbird,0.001008
1860,taipan,0.001309
1860,takahe,0.001335
1860,takhi,0.000101
1860,takin,0.055307
1860,talapoin,0.035038
1860,talos,0.016596
1860,tamandua,0.018702
1860,tamaraw,0.000143
1860,tamarin,0.008358
1860,tanager,0.094768
1860,tanaid,0.001457
1860,tang,0.661686
1860,tanius,0.000517
1860,taniwha,0.015281
1860,tanuki,8.7e-05
1860,tapeworm,0.409436
1860,tapir,0.390133
1860,tarantula,0.192893
1860,tarasque,0.00484
1860,tarchia,1e-06
1860,tardigrade,0.035458
1860,tarpan,0.002131
1860,tarpon,0.015735
1860,tarrasque,0.000796
1860,tarsier,0.004681
1860,tatanka,0.000103
1860,tatouay,0.000913
1860,tattler,0.146448
1860,tauhou,0.000104
1860,taurotragus,0.0
1860,tautog,0.025431
1860,tayra,0.002323
1860,teal,0.604529
1860,teg,0.127468
1860,tegu,0.001693
1860,teju,0.000711
1860,telmatosaurus,5.2e-05
1860,tench,0.382651
1860,tenrec,0.013018
1860,tentacle,3.222428
1860,teredo,0.285655
1860,termite,0.198246
1860,tern,0.931122
1860,terrapin,0.166227
1860,terrier,1.229541
1860,tetra,0.039113
1860,tetrapteryx,0.000706
1860,thamin,0.00015
1860,thamnophis,0.005052
1860,thecodont,0.039876
1860,thecodontosaurus,0.013698
1860,thickhead,0.007185
1860,thornbill,0.005901
1860,thornfish,0.000165
1860,thoroughbred,0.245393
1860,thrasher,0.260143
1860,threadworm,0.016594
1860,thresher,0.516727
1860,thrip,0.038826
1860,thrips,0.102515
1860,thrush,1.912486
1860,thunderbird,0.000253
1860,thylacine,0.013311
1860,thylacoleo,0.035196
1860,thysanopter,2.3e-05
1860,tick,0.897523
1860,tickbird,8.7e-05
1860,tiercel,0.024944
1860,tiffany,0.565276
1860,tiger,5.870954
1860,tigercat,0.007143
1860,tiglon,5.2e-05
1860,tigon,0.000356
1860,tigress,0.321411
1860,tiktik,0.000165
1860,tilapia,0.004047
1860,timucu,2.9e-05
1860,tinamou,0.009817
1860,tinamous,0.006416
1860,tineid,0.017873
1860,titanosaurus,0.000931
1860,titi,0.086493
1860,titmouse,0.284876
1860,toad,2.354663
1860,toadfish,0.001958
1860,toadflax,0.012302
1860,toadlet,0.00018
1860,tody,0.119836
1860,tomcat,0.012155
1860,tomistoma,0.000244
1860,tomtate,3e-06
1860,tomtit,0.092655
1860,toolache,5.5e-05
1860,topi,0.019368
1860,torkie,1.1e-05
1860,tortie,0.000758
1860,tortoise,1.880945
1860,tortoiseshell,0.245734
1860,tortricid,0.008035
1860,tosa,0.054608
1860,totoro,0.000742
1860,toucan,0.160891
1860,toucanet,0.001181
1860,touraco,0.004462
1860,towhee,0.006402
1860,toxochelys,1e-06
1860,toxodon,0.021603
1860,trachodon,0.011059
1860,trachurus,0.010232
1860,tragopan,0.010157
1860,tredecim,0.007515
1860,treebug,0.000199
1860,treecreeper,0.002073
1860,treefrog,0.005405
1860,treehopper,0.001758
1860,treeshrew,0.000155
1860,treesparrow,0.000433
1860,trembler,0.103689
1860,trevally,0.000651
1860,tribble,0.014514
1860,triceratops,0.000123
1860,trichechus,0.007928
1860,trichina,0.164778
1860,trichinella,2.6e-05
1860,trilobite,0.957046
1860,triops,0.00063
1860,tripletail,1e-05
1860,triton,0.832812
1860,trochilus,0.121813
1860,trogon,0.07745
1860,trombidiid,0.000915
1860,troodon,0.00391
1860,tropicbird,0.001463
1860,trotter,1.376508
1860,troupial,0.004886
1860,trout,6.659091
1860,trumpeter,1.196154
1860,trumpetfish,9.2e-05
1860,trypanosoma,0.001637
1860,tsessebe,0.007117
1860,tsetse,0.248919
1860,tuatara,0.000936
1860,tubeworm,0.000613
1860,tucutucu,0.001171
1860,tucuxi,0.000686
1860,tullibee,0.000186
1860,tulotoma,0.001455
1860,tumblebug,0.000481
1860,tuna,0.250876
1860,tunicate,0.017712
1860,turaco,0.001437
1860,turbellarian,0.001795
1860,turbot,0.461223
1860,turkey,16.204466
1860,turnagra,0.000793
1860,turnspit,0.117385
1860,turnstone,0.040797
1860,turritopsis,0.039811
1860,turtel,0.003015
1860,turtle,3.518999
1860,turtledove,0.064994
1860,tusker,0.054997
1860,tussah,0.007553
1860,tuza,0.00042
1860,tyger,0.072867
1860,tylosaurus,0.001092
1860,tyrannid,0.010037
1860,tyrannosaurus,5.3e-05
1860,uacari,6.7e-05
1860,uakari,0.001095
1860,uaru,0.001244
1860,uintatherium,0.002537
1860,ukuku,0.000103
1860,ulama,0.017659
1860,umbellula,0.001945
1860,umbrellabird,0.000204
1860,unau,0.010227
1860,underwing,0.018978
1860,unguiculate,0.010972
1860,ungulate,0.04552
1860,unicorn,0.805736
1860,unicornfish,0.000209
1860,univalve,0.327122
1860,upokororo,4.4e-05
1860,uraster,0.030897
1860,urchin,1.632725
1860,urial,0.014167
1860,urochs,0.002894
1860,urodele,0.009989
1860,uromastix,0.00163
1860,uromastyx,0.000962
1860,urraca,0.023252
1860,urubu,0.003152
1860,urus,0.142694
1860,vampirebat,0.000498
1860,vaquita,3.9e-05
1860,varmint,0.195612
1860,varmit,0.000413
1860,vedalia,0.000217
1860,veery,0.014426
1860,verdin,0.005147
1860,vermin,1.976519
1860,vertebrate,1.405592
1860,vervet,0.003951
1860,vespid,0.024887
1860,viceroy,4.897806
1860,vicuna,0.099881
1860,vimba,0.000619
1860,viper,1.636054
1860,vireo,0.082336
1860,viscacha,0.007212
1860,viverrine,0.005871
1860,viverrinus,0.000264
1860,vixen,0.448272
1860,vole,0.311564
1860,vulture,2.53707
1860,wader,0.172181
1860,wagtail,0.24832
1860,wahoo,0.032685
1860,waimanu,0.000503
1860,wallaby,0.045447
1860,wallaroo,0.040767
1860,walleye,0.004588
1860,walrus,0.791866
1860,wapiti,0.058108
1860,warble,0.252342
1860,warbler,1.029368
1860,warhorse,0.057906
1860,warmouth,0.00505
1860,warrah,0.002835
1860,warrigal,0.000287
1860,warthog,0.001254
1860,wasp,2.125267
1860,watchdog,0.049501
1860,waterbear,0.001591
1860,waterbird,0.005211
1860,waterbuck,0.009459
1860,waterbuffalo,0.000498
1860,waterbug,0.000638
1860,waterdog,0.002925
1860,waterflea,0.002977
1860,waterfowl,0.204312
1860,wattlebird,0.001951
1860,watusi,0.002072
1860,waxwing,0.058728
1860,waxworm,7.2e-05
1860,weakfish,0.002389
1860,weasel,0.873295
1860,weaver,5.170369
1860,webspinner,0.000386
1860,webworm,0.000744
1860,weevil,0.621649
1860,wegie,1e-06
1860,weimaraner,2.1e-05
1860,weiro,0.000438
1860,weka,0.007385
1860,wendigo,0.00335
1860,weta,0.006555
1860,wether,0.591861
1860,whale,5.913744
1860,whalefish,0.015117
1860,wheatear,0.077045
1860,wheatworm,1.1e-05
1860,wheelbug,2.8e-05
1860,whelk,0.295153
1860,whelp,0.877937
1860,whiff,0.384511
1860,whiffet,0.001671
1860,whimbrel,0.028145
1860,whinchat,0.035165
1860,whipbird,0.000426
1860,whippet,0.003282
1860,whippoorwill,0.089256
1860,whipsnake,0.004267
1860,whiptail,0.001873
1860,whipworm,0.000249
1860,whitebait,0.165804
1860,whitefish,0.033722
1860,whitetail,0.00237
1860,whiting,2.613796
1860,whooper,0.001407
1860,whydah,0.193562
1860,widgeon,0.2055
1860,wigeon,0.050779
1860,wiggler,0.00396
1860,wildanimal,0.000181
1860,wildcat,0.098826
1860,wildebeest,0.04128
1860,wildfowl,0.127147
1860,wildlife,0.008667
1860,willet,0.522687
1860,wireworm,0.1356
1860,wisent,0.006536
1860,wocket,8.3e-05
1860,wolf,13.771049
1860,wolfdog,0.009033
1860,wolffish,0.000454
1860,wolfhound,0.007062
1860,wolfie,0.000823
1860,wolverine,0.135841
1860,wombat,0.148783
1860,woodborer,0.000528
1860,woodchuck,0.121536
1860,woodcock,1.623672
1860,woodduck,0.001824
1860,woodfrog,0.0
1860,woodhewer,0.000153
1860,woodlouse,0.066913
1860,woodpecker,1.040841
1860,woodrat,0.000437
1860,woodsnipe,9.2e-05
1860,woodworm,0.002592
1860,wookie,4.8e-05
1860,woollybear,0.000135
1860,worg,0.003914
1860,workhorse,0.006976
1860,worm,20.488383
1860,worong,0.000475
1860,wrasse,0.031648
1860,wren,2.467379
1860,wretchock,0.000942
1860,wrymouth,0.001208
1860,wryneck,0.061204
1860,wutu,0.000447
1860,wyrm,0.002566
1860,wyvern,0.030812
1860,xanthid,0.000171
1860,xeme,0.015882
1860,xenacanthus,0.0053
1860,xenarthra,0.000311
1860,xenops,0.001724
1860,xenopus,0.000844
1860,xerces,0.000422
1860,xerus,0.00055
1860,xiphactinus,6.1e-05
1860,xiphias,0.019479
1860,xiphosura,0.00667
1860,xiphosuran,1e-06
1860,xoloitzcuintli,4.6e-05
1860,xyelid,3e-06
1860,yabby,1.1e-05
1860,yaffingale,0.000383
1860,yak,0.255668
1860,yakow,0.000807
1860,yapok,3e-06
1860,yarara,0.000312
1860,yeanling,0.008394
1860,yearling,0.71473
1860,yellowfin,0.000115
1860,yellowhammer,0.029194
1860,yellowjack,0.000501
1860,yellowjacket,0.001671
1860,yellowlegs,0.000661
1860,yellowtail,0.001089
1860,yellowthroat,0.001497
1860,yelt,0.001238
1860,yeti,0.021029
1860,yowie,0.00021
1860,zamodes,5.2e-05
1860,zander,0.029052
1860,zaratan,0.00867
1860,zebra,0.564156
1860,zebu,0.072969
1860,zemni,0.00045
1860,zeren,0.000115
1860,zho,0.001331
1860,zoanthid,0.003826
1860,zokor,0.00021
1860,zonure,0.000186
1860,zooid,0.193907
1860,zoon,0.027961
1860,zoophyte,1.26042
1860,zooplankton,7e-06
1860,zoril,0.000348
1860,zorilla,0.009517
1860,zorille,0.002133
1860,zorse,0.000169
1860,zubr,0.008455
1860,zuchon,0.0
1860,zygaenid,0.00594
1861,ALL_ANIMAL_WORDS,2873.528241
1861,aardvark,0.001643
1861,aardwolf,0.000544
1861,aasvogel,0.001295
1861,ababil,0.000902
1861,abalone,0.001267
1861,aberdevine,0.005231
1861,abingdonii,7.5e-05
1861,abrocome,0.002929
1861,abyssinian,0.613967
1861,acanthocephalan,8.8e-05
1861,acanthopholis,0.000142
1861,acari,0.151735
1861,acarid,0.008939
1861,acarine,0.003945
1861,acarus,0.249621
1861,accentor,0.041244
1861,acipenser,0.029384
1861,acornshell,0.001649
1861,acrita,0.015297
1861,acrodont,0.010498
1861,actinia,0.33978
1861,addax,0.010201
1861,adder,0.896679
1861,adjutant,13.47132
1861,admiral,30.055032
1861,aepyornis,0.001813
1861,agama,0.036891
1861,agamid,0.003338
1861,agathaumas,2.4e-05
1861,agouti,0.041827
1861,agua,0.275954
1861,ahuizotl,0.000211
1861,aidi,0.006839
1861,ailurus,0.00644
1861,ainu,0.010842
1861,akbash,2.1e-05
1861,akita,0.001901
1861,alabai,0.000147
1861,alala,0.005647
1861,alamosaurus,0.000376
1861,albacore,0.012617
1861,albatross,0.403662
1861,alcatras,0.006711
1861,alcedo,0.07307
1861,alderfly,8.8e-05
1861,alewife,0.121216
1861,alicanto,0.000627
1861,allantois,0.1343
1861,alligator,1.514617
1861,allocamelus,7e-06
1861,allosaurus,0.001667
1861,almiqui,2e-06
1861,alpaca,0.661381
1861,alsatian,0.097139
1861,altirostre,0.000155
1861,alula,0.017884
1861,amarok,0.000175
1861,amaui,0.000487
1861,amazon,3.141662
1861,ambulacrum,0.041218
1861,ambystomid,0.000381
1861,ammonite,1.600805
1861,amnion,0.346105
1861,amniote,7.5e-05
1861,amoeba,0.273533
1861,amphibia,0.28224
1861,amphibian,0.192933
1861,amphicoelias,8.4e-05
1861,amphipod,0.04659
1861,amphisbaenian,0.001639
1861,amphiuma,0.023969
1861,anableps,0.026065
1861,anaconda,0.154875
1861,anapsid,2.4e-05
1861,anaspid,1e-06
1861,anchoveta,0.000215
1861,anchovy,0.507028
1861,anemone,1.211613
1861,angelfish,0.000882
1861,anglerfish,7.6e-05
1861,angue,0.009585
1861,angwantibo,0.0104
1861,anhinga,0.018912
1861,anhuma,0.000282
1861,ani,1.052536
1861,animal,145.503501
1861,animalcule,1.482519
1861,anis,0.050925
1861,annelid,0.556424
1861,anoa,0.009832
1861,anole,0.005146
1861,anomalopteryx,0.000116
1861,anqa,0.000263
1861,ant,10.420135
1861,antarcticum,0.004389
1861,antbear,0.002501
1861,antbird,0.000463
1861,anteater,0.049368
1861,antechinus,0.008056
1861,antelope,1.906069
1861,antenna,6.746827
1861,anthozoan,0.000214
1861,anthropoid,0.049364
1861,antlion,0.005289
1861,anuran,8.5e-05
1861,anzu,0.000315
1861,aoudad,0.00612
1861,apar,0.014363
1861,apatosaurus,0.00241
1861,ape,3.767365
1861,aperea,0.005225
1861,aphid,0.035571
1861,aplysia,0.060563
1861,apolemia,0.009482
1861,appaloosa,9e-06
1861,appendicularia,0.018857
1861,aptenodytes,0.016018
1861,arachnid,0.212421
1861,aralensis,2e-06
1861,arapaima,0.004137
1861,archaeopteryx,0.025845
1861,archaeotherium,0.000133
1861,archagosaurus,9.3e-05
1861,archeopteryx,0.016116
1861,archerfish,2.8e-05
1861,architeuthis,0.000737
1861,arcticus,0.081454
1861,arctiid,0.011317
1861,arctocephalus,0.018125
1861,arctodus,0.000283
1861,arctotherium,0.000245
1861,argali,0.056998
1861,argentine,0.952937
1861,argus,1.363687
1861,argyrosaurus,7.5e-05
1861,arista,0.162796
1861,armadillo,0.20871
1861,armyworm,0.006122
1861,arowana,0.000236
1861,arthropleura,0.004145
1861,arthropod,0.038222
1861,artiodactyl,0.000489
1861,ascidian,0.191394
1861,asp,0.614341
1861,aspidiotus,0.008208
1861,astrodon,0.001529
1861,atelopus,0.000679
1861,atherina,0.030468
1861,atlantosaurus,0.004992
1861,atlapetes,0.000324
1861,attercop,0.002218
1861,aublysodon,4e-06
1861,auk,0.32697
1861,auklet,0.000214
1861,auroch,0.016677
1861,aurochs,0.116947
1861,avadavat,0.003306
1861,avifauna,0.02079
1861,avocet,0.050674
1861,axolotl,0.022734
1861,babbler,0.220692
1861,babirusa,0.003904
1861,baboon,0.512221
1861,babybird,1.2e-05
1861,backswimmer,0.000679
1861,bactrian,0.287473
1861,badger,1.822718
1861,bagworm,0.000216
1861,baiji,0.000137
1861,baitfish,0.00029
1861,baku,0.090299
1861,balaenoptera,0.019677
1861,balaur,0.001475
1861,baldeagle,0.000917
1861,balinese,0.023143
1861,balloonfish,5.2e-05
1861,bandicoot,0.047973
1861,bangtail,0.000802
1861,bantam,0.988982
1861,banteng,0.025005
1861,banty,0.002594
1861,barasingha,0.00618
1861,barb,4.385723
1861,barbel,0.606444
1861,barbet,0.081354
1861,barbu,0.005125
1861,barghest,1e-05
1861,barnacle,0.576078
1861,barnevelder,1.1e-05
1861,barracouta,0.130179
1861,barracuda,0.007607
1861,barramundi,1e-06
1861,barrelfish,3e-06
1861,basilisk,0.357686
1861,basilosaurus,0.008638
1861,bass,5.27208
1861,bassador,0.095079
1861,basset,0.694293
1861,bat,7.979982
1861,bateleur,0.003819
1861,batrachian,0.42835
1861,baya,0.057056
1861,beagle,0.55224
1861,beago,0.000336
1861,bear,20.641656
1861,bearcat,0.000289
1861,bearcub,0.00024
1861,beast,28.907462
1861,beastie,0.030518
1861,beauceron,0.00023
1861,beaver,5.013118
1861,bedbug,0.017758
1861,bee,25.857276
1861,beef,12.033217
1861,beetle,4.332266
1861,behemoth,0.1783
1861,behir,0.002033
1861,beira,0.102616
1861,belemnite,0.381605
1861,bellbird,0.000797
1861,bellwether,0.018564
1861,beluga,0.045062
1861,bengal,13.938354
1861,bergamasco,0.009815
1861,beroe,0.090212
1861,bettong,0.003766
1861,bharal,0.000101
1861,bichir,0.003762
1861,bigeye,1e-06
1861,bigfoot,0.001295
1861,bighead,0.005321
1861,bighorn,0.053729
1861,bilby,0.018328
1861,billfish,0.000285
1861,billy,1.810406
1861,billygoat,0.003278
1861,binturong,0.003901
1861,bird,81.444872
1861,birddog,0.000162
1861,birdie,0.221109
1861,birdlife,0.000914
1861,birdling,0.048616
1861,birdy,0.003335
1861,birman,0.099792
1861,biscacha,0.00345
1861,bison,0.754807
1861,bittern,0.449735
1861,bivalve,1.097003
1861,blackbear,0.000213
1861,blackbird,1.124279
1861,blackbuck,0.000681
1861,blackcap,0.099638
1861,blackcattle,0.000223
1861,blackcock,0.084447
1861,blackfish,0.030142
1861,blackfly,0.001016
1861,blackhawk,0.049416
1861,blackpoll,0.000878
1861,blacksnake,0.008877
1861,blacktail,0.005971
1861,blanquillo,0.002107
1861,blauwbok,0.000603
1861,blenny,0.06968
1861,blesbok,0.01814
1861,blindworm,0.027817
1861,bloodhound,0.740122
1861,bloodworm,0.00136
1861,blowfly,0.011801
1861,bluebird,0.073897
1861,bluebottle,0.073937
1861,bluebuck,0.002571
1861,bluefish,0.012913
1861,bluegill,6.9e-05
1861,bluehead,0.000206
1861,bluejay,0.012798
1861,bluepoint,0.000801
1861,bluethroat,0.000252
1861,bluewing,0.000119
1861,boa,1.118353
1861,boar,4.281113
1861,boarfish,0.001162
1861,boarhound,0.009259
1861,boatbill,0.024961
1861,bobcat,0.000972
1861,bobolink,0.095449
1861,bobwhite,0.000105
1861,boggle,0.0483
1861,boiga,0.003607
1861,bollworm,0.002581
1861,bolti,0.002074
1861,bolyeria,0.000704
1861,bombay,11.797676
1861,bombycid,0.031943
1861,bonefish,5.9e-05
1861,bongo,0.051221
1861,bonito,0.088232
1861,bonnacon,0.017056
1861,bonyfish,0.000139
1861,boobook,0.002386
1861,booby,0.440103
1861,bookl,0.00755
1861,booklouse,0.000589
1861,boomslang,0.000181
1861,borador,1e-05
1861,borzoi,0.000372
1861,bot,4.232132
1861,botfly,0.003608
1861,bothriospondylus,7.5e-05
1861,bottlenose,0.006745
1861,bovid,0.014495
1861,bovine,0.120353
1861,bowerbird,0.000641
1861,bowfin,0.00087
1861,bowhead,0.004501
1861,bowwow,0.008288
1861,boxador,2.4e-05
1861,boxer,0.549755
1861,brach,0.103308
1861,brachet,0.037819
1861,brachiopod,0.843794
1861,brachiosaurus,7.5e-05
1861,brachyuran,0.0118
1861,bradypus,0.027994
1861,brambling,0.022416
1861,branchiopod,0.013622
1861,brandling,0.228199
1861,brant,0.939578
1861,bream,0.317132
1861,briard,0.013748
1861,brill,0.430682
1861,brisling,0.000187
1861,bristlebird,4e-06
1861,bristletail,2.1e-05
1861,brit,4.788214
1861,brittany,2.645107
1861,brittlestar,0.002063
1861,broadbill,0.004578
1861,broadtail,0.001037
1861,brocken,0.149144
1861,brocket,0.076747
1861,bronco,0.002289
1861,brontosaurus,0.000486
1861,broodmare,0.006019
1861,brotula,0.004369
1861,brownbear,6.9e-05
1861,browntail,8.6e-05
1861,brug,0.082273
1861,bruin,0.439597
1861,brumby,0.033153
1861,brushturkey,0.001095
1861,bryozoan,0.043877
1861,bubal,0.007507
1861,bucardo,7e-06
1861,buccanodon,0.00022
1861,buck,8.518712
1861,budgerigar,1e-06
1861,budgie,0.000272
1861,budworm,3.6e-05
1861,buffalo,12.53022
1861,bufflehead,0.000799
1861,bufo,0.094776
1861,bug,2.351818
1861,bugbear,0.772746
1861,bugeater,0.000165
1861,bulbul,0.120001
1861,bulette,8.3e-05
1861,bull,25.147557
1861,bullbat,0.000143
1861,bulldog,0.407208
1861,bullfinch,0.286782
1861,bullfrog,0.042328
1861,bullhead,0.045346
1861,bullmastiff,0.000102
1861,bullock,5.904073
1861,bullsnake,0.000444
1861,bullterrier,0.007192
1861,bumblebee,0.028772
1861,bunny,0.215965
1861,bunting,1.643848
1861,bunyip,0.010753
1861,buprestid,0.035503
1861,burbot,0.019628
1861,burgomaster,1.158952
1861,burmese,1.085308
1861,burro,0.055604
1861,bushbuck,0.001767
1861,bushtit,1e-06
1861,bustard,0.434466
1861,butcherbird,0.002917
1861,buteonine,0.000997
1861,butterfish,0.002231
1861,butterfly,4.569312
1861,buzzard,1.105182
1861,byssus,0.209979
1861,cabbageworm,7.7e-05
1861,cabrilla,0.00912
1861,cacajao,0.001872
1861,cachalot,0.062727
1861,cachelot,0.009706
1861,cacique,0.782532
1861,cackler,0.008124
1861,caddisfly,0.001286
1861,caddisworm,0.003987
1861,caecilian,0.025984
1861,cagebird,0.003716
1861,cahow,0.003755
1861,caiman,0.057351
1861,cairn,2.624478
1861,caladrius,0.000428
1861,calf,17.021367
1861,calosoma,0.042437
1861,calpe,0.096173
1861,cama,0.121717
1861,camarasaurus,0.001474
1861,camel,8.511535
1861,camelopard,0.099162
1861,campeloma,0.002118
1861,camptosaurus,3e-06
1861,canary,2.877294
1861,candiru,0.000328
1861,candlefish,2.1e-05
1861,canid,0.01455
1861,canidae,0.015238
1861,canine,2.261578
1861,cankerworm,0.053148
1861,cantil,0.002334
1861,canvasback,0.009713
1861,capelin,0.041122
1861,capercaillie,0.01661
1861,caple,0.158166
1861,capon,0.685248
1861,capuchin,0.847251
1861,capybara,0.046951
1861,carabao,8.4e-05
1861,caracal,0.018073
